,Accession,Description,Score,Coverage,# Proteins,# Unique Peptides,# Peptides,# PSMs,# AAs,MW [kDa],calc. pI
134,O75083,WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4 - [WDR1_HUMAN],17.6004415750504,14.52,2,6,6,6,606,66.1518722446601,6.65380859375
135,G5E9F8,Vitamin K-dependent protein S OS=Homo sapiens OX=9606 GN=PROS1 PE=1 SV=2 - [G5E9F8_HUMAN],17.3259065151215,8.02,4,4,4,6,661,73.42614898466,5.51611328125
136,P61981,14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2 - [1433G_HUMAN],17.1638555526733,24.7,3,3,5,6,247,28.28491393466,4.89404296875
137,A0A087WZB5,Beta-parvin OS=Homo sapiens OX=9606 GN=PARVB PE=1 SV=1 - [A0A087WZB5_HUMAN],17.073294878006,23.18,5,5,5,5,289,33.23655036466,5.89697265625
138,P01889,"HLA class I histocompatibility antigen, B-7 alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=3 - [1B07_HUMAN]",16.7412598133087,17.4,98,1,4,5,362,40.43495025466,5.84619140625
139,P01008,Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1 - [ANT3_HUMAN],16.2245099544525,19.61,2,8,8,8,464,52.5688667846601,6.71240234375
140,P05546,Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3 - [HEP2_HUMAN],16.1689782142639,14.83,1,6,6,6,499,57.0342064746601,6.90283203125
141,Q01518,Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5 - [CAP1_HUMAN],16.1247572898865,19.79,9,6,6,7,475,51.86869501466,8.06005859375
142,I3L145,Sex hormone-binding globulin OS=Homo sapiens OX=9606 GN=SHBG PE=1 SV=1 - [I3L145_HUMAN],16.0304307937622,21.51,14,5,5,5,344,37.46430638466,6.22705078125
143,A0A0C4DH25,Immunoglobulin kappa variable 3D-20 OS=Homo sapiens OX=9606 GN=IGKV3D-20 PE=3 SV=1 - [KVD20_HUMAN],15.785964012146,21.55,1,1,2,4,116,12.50723434466,4.58935546875
144,S4R471,Protein AMBP (Fragment) OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1 - [S4R471_HUMAN],15.5463049411774,29.02,3,4,4,5,193,21.42640984466,7.25439453125
145,P08758,Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2 - [ANXA5_HUMAN],15.5258712768555,18.44,8,5,5,6,320,35.91440263466,5.04638671875
146,P01619,Immunoglobulin kappa variable 3-20 OS=Homo sapiens OX=9606 GN=IGKV3-20 PE=1 SV=2 - [KV320_HUMAN],15.4943497180939,21.55,1,1,2,4,116,12.54926737466,4.95751953125
147,P30481,"HLA class I histocompatibility antigen, B-44 alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1 - [1B44_HUMAN]",15.4812152385712,17.4,60,1,4,4,362,40.45609478466,6.03662109375
148,Q5JP53,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=1 - [Q5JP53_HUMAN],15.4573984146118,10.8,17,2,4,5,426,47.7359888746601,4.80517578125
149,P06744,Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4 - [G6PI_HUMAN],14.852291226387,9.86,13,4,4,5,558,63.10724634466,8.32373046875
150,P08133,Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3 - [ANXA6_HUMAN],14.7307963371277,13.37,5,6,6,6,673,75.8255803046601,5.60498046875
151,A0A0A0MSI0,Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1 - [A0A0A0MSI0_HUMAN],14.7082741260529,21.64,3,2,4,6,171,18.96367310466,6.91748046875
152,P0CG38,POTE ankyrin domain family member I OS=Homo sapiens OX=9606 GN=POTEI PE=3 SV=1 - [POTEI_HUMAN],14.7058544158936,6.51,3,1,5,6,1075,121.20451912466,6.21435546875
153,P07384,Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1 - [CAN1_HUMAN],14.6732692718506,8.4,11,5,5,5,714,81.8381919046601,5.66845703125
154,P35527,"Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3 - [K1C9_HUMAN]",14.5549161434174,12.68,4,4,5,5,623,62.02681761466,5.23681640625
155,A0A2Q2TTZ9,Immunoglobulin kappa variable 1-33 OS=Homo sapiens OX=9606 GN=IGKV1D-33 PE=1 SV=1 - [A0A2Q2TTZ9_HUMAN],14.2990202903748,31.48,2,2,2,4,108,11.83474766466,5.33837890625
156,P27348,14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1 - [1433T_HUMAN],13.9974865913391,20.82,4,2,4,5,245,27.74676799466,4.77978515625
157,Q04917,14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4 - [1433F_HUMAN],13.8758234977722,20.73,3,2,4,5,246,28.20101996466,4.84326171875
158,P11169,"Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens OX=9606 GN=SLC2A3 PE=1 SV=1 - [GTR3_HUMAN]",13.7836916446686,7.26,2,4,4,4,496,53.8892562846601,7.19580078125
159,P16452,Erythrocyte membrane protein band 4.2 OS=Homo sapiens OX=9606 GN=EPB42 PE=1 SV=3 - [EPB42_HUMAN],13.6595013141632,9.55,4,5,5,5,691,76.96070156466,8.08935546875
160,P0DMV9,Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1 - [HS71B_HUMAN],13.5091934204102,8.74,5,2,4,4,641,70.0090404646601,5.65576171875
161,P19367,Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3 - [HXK1_HUMAN],13.4984773397446,5.78,4,5,5,5,917,102.42014361466,6.80029296875
162,P00352,Retinal dehydrogenase 1 OS=Homo sapiens OX=9606 GN=ALDH1A1 PE=1 SV=2 - [AL1A1_HUMAN],13.4356651306152,9.98,6,5,5,5,501,54.8269503846601,6.72705078125
163,Q7Z406,Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2 - [MYH14_HUMAN],13.3157612085342,3.31,6,2,5,5,1995,227.73178123466,5.60498046875
164,P61160,Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1 - [ARP2_HUMAN],13.2650234699249,9.64,2,3,3,4,394,44.73223564466,6.74169921875
165,Q5TA02,Glutathione S-transferase omega-1 (Fragment) OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=1 - [Q5TA02_HUMAN],13.1624215841293,20.5,3,5,5,5,200,23.32602925466,7.21044921875
166,P04217,Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4 - [A1BG_HUMAN],13.1285834312439,13.13,2,6,6,6,495,54.2195419846601,5.85888671875
167,P05090,Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1 - [APOD_HUMAN],13.0469498634338,29.1,4,5,5,6,189,21.26176389466,5.14794921875
168,P27797,Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1 - [CALR_HUMAN],13.0448701381683,9.83,2,3,3,4,417,48.11182682466,4.43701171875
169,C9JEV0,Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=1 - [C9JEV0_HUMAN],12.842223405838,25.99,3,4,4,4,227,26.33719102466,5.73193359375
170,P00742,Coagulation factor X OS=Homo sapiens OX=9606 GN=F10 PE=1 SV=2 - [FA10_HUMAN],12.6853424310684,12.7,3,5,5,5,488,54.6965165346601,5.93505859375
171,Q9H4B7,Tubulin beta-1 chain OS=Homo sapiens OX=9606 GN=TUBB1 PE=1 SV=1 - [TBB1_HUMAN],12.5963397026062,12.2,7,3,4,4,451,50.2945627146601,5.17333984375
172,P05556,Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2 - [ITB1_HUMAN],12.5687446594238,6.89,7,4,4,4,798,88.35701453466,5.38916015625
173,K7EIV0,Calpain small subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=2 - [K7EIV0_HUMAN],12.5238046646118,30.1,10,4,4,5,196,22.08065951466,4.81787109375
174,P31946,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3 - [1433B_HUMAN],12.5181608200073,20.73,7,2,4,6,246,28.06483186466,4.83056640625
175,Q9NZN3,EH domain-containing protein 3 OS=Homo sapiens OX=9606 GN=EHD3 PE=1 SV=2 - [EHD3_HUMAN],12.3385798931122,11.96,7,4,4,4,535,60.84871518466,6.56591796875
176,P40925,"Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4 - [MDHC_HUMAN]",12.2927618026733,10.48,6,3,3,4,334,36.40302195466,7.35693359375
177,Q5VY30,Retinol-binding protein OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=2 - [Q5VY30_HUMAN],12.2690175771713,21.61,2,3,3,4,199,22.95914603466,6.08740234375
178,Q14974,Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2 - [IMB1_HUMAN],12.179607629776,4.57,2,3,3,5,876,97.1080192946599,4.77978515625
179,Q15833,Syntaxin-binding protein 2 OS=Homo sapiens OX=9606 GN=STXBP2 PE=1 SV=2 - [STXB2_HUMAN],12.1706738471985,14.0,6,5,5,5,593,66.4104985046601,6.55126953125
180,P14770,Platelet glycoprotein IX OS=Homo sapiens OX=9606 GN=GP9 PE=1 SV=3 - [GPIX_HUMAN],12.1346073150635,27.12,1,4,4,4,177,19.03368825466,6.34130859375
181,P62937,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2 - [PPIA_HUMAN],11.7520580291748,20.61,4,3,3,4,165,18.00088618466,7.81103515625
182,P22792,Carboxypeptidase N subunit 2 OS=Homo sapiens OX=9606 GN=CPN2 PE=1 SV=3 - [CPN2_HUMAN],11.6901473999023,9.72,1,4,4,4,545,60.51813201466,5.98583984375
183,P08238,Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4 - [HS90B_HUMAN],11.6756057739258,6.08,8,1,4,5,724,83.21210592466,5.03369140625
184,A0A0B4J1X5,Immunoglobulin heavy variable 3-74 OS=Homo sapiens OX=9606 GN=IGHV3-74 PE=3 SV=1 - [HV374_HUMAN],11.6628544330597,24.79,13,1,3,4,117,12.83137077466,8.66064453125
185,P02743,Serum amyloid P-component OS=Homo sapiens OX=9606 GN=APCS PE=1 SV=2 - [SAMP_HUMAN],11.644585609436,20.18,1,4,4,4,223,25.37113188466,6.53662109375
186,Q4VB86,EPB41 protein OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=2 - [Q4VB86_HUMAN],11.5167925357819,9.49,26,4,4,4,622,69.8470034546601,6.78564453125
187,P02775,Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3 - [CXCL7_HUMAN],11.2540304660797,22.66,1,2,2,3,128,13.88541756466,8.79248046875
188,A0A0C4DH72,Immunoglobulin kappa variable 1-6 OS=Homo sapiens OX=9606 GN=IGKV1-6 PE=3 SV=1 - [KV106_HUMAN],11.2411687374115,13.68,4,1,1,3,117,12.68935269466,8.29443359375
189,O00151,PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4 - [PDLI1_HUMAN],11.0943100452423,16.41,1,4,4,4,329,36.04904399466,7.02001953125
190,P31150,Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2 - [GDIA_HUMAN],11.0343286991119,14.54,3,3,4,4,447,50.55014493466,5.13525390625
191,P11166,"Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2 - [GTR1_HUMAN]",10.9822595119476,7.11,1,4,4,4,492,54.0485384246601,8.71923828125
192,E7EQ12,Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=1 - [E7EQ12_HUMAN],10.7113888263702,11.35,17,3,3,3,423,46.10573879466,4.75439453125
193,P78371,T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4 - [TCPB_HUMAN],10.6518683433533,13.27,3,5,5,5,535,57.45213278466,6.45556640625
194,Q3ZCW2,Galectin-related protein OS=Homo sapiens OX=9606 GN=LGALSL PE=1 SV=2 - [LEGL_HUMAN],10.6070671081543,25.58,2,3,3,4,172,18.97365280466,5.35107421875
195,E7EPV7,Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1 - [E7EPV7_HUMAN],10.6006741523743,25.22,4,2,2,3,115,11.76925006466,9.23193359375
196,P04350,Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2 - [TBB4A_HUMAN],10.5816192626953,10.36,17,1,3,3,444,49.5539031146601,4.88134765625
197,P00492,Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2 - [HPRT_HUMAN],10.5393273830414,15.6,1,3,3,4,218,24.56360054466,6.68310546875
198,B4DUR8,T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=1 - [B4DUR8_HUMAN],10.5287663936615,9.4,2,4,4,4,500,55.63870411466,5.64306640625
199,P13798,Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4 - [ACPH_HUMAN],10.482873916626,5.46,6,3,3,3,732,81.17261523466,5.47802734375
200,P09211,Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2 - [GSTP1_HUMAN],10.3928136825562,24.29,4,3,3,3,210,23.34102375466,5.64306640625
201,P16284,Platelet endothelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=PECAM1 PE=1 SV=2 - [PECA1_HUMAN],10.2838695049286,5.83,1,3,3,3,738,82.4698209546601,6.99072265625
202,B1AK87,F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=1 - [B1AK87_HUMAN],9.99420690536499,14.62,4,4,4,4,260,29.27682905466,6.91748046875
203,F5H6Q2,Polyubiquitin-C (Fragment) OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=8 - [F5H6Q2_HUMAN],9.89741444587708,54.92,24,3,3,4,122,13.72340673466,6.13818359375
204,Q13418,Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2 - [ILK_HUMAN],9.86374998092651,8.19,3,3,3,3,452,51.38592744466,8.07470703125
205,P02776,Platelet factor 4 OS=Homo sapiens OX=9606 GN=PF4 PE=1 SV=2 - [PLF4_HUMAN],9.8212833404541,23.76,2,2,2,3,101,10.83789490466,8.61669921875
206,P12931,Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens OX=9606 GN=SRC PE=1 SV=3 - [SRC_HUMAN],9.73562598228455,10.07,11,5,5,5,536,59.7969950346601,7.41552734375
207,P17987,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1 - [TCPA_HUMAN],9.72002911567688,7.37,7,4,4,4,556,60.30558528466,6.11279296875
208,Q15404,Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3 - [RSU1_HUMAN],9.66440176963806,20.58,1,4,4,4,277,31.52069322466,8.64599609375
209,G3XAM2,Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=1 - [G3XAM2_HUMAN],9.55670833587646,7.81,5,3,3,3,576,65.01627702466,7.50341796875
210,P48735,"Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens OX=9606 GN=IDH2 PE=1 SV=2 - [IDHP_HUMAN]",9.55574095249176,8.85,2,4,4,5,452,50.87686584466,8.68994140625
211,O43866,CD5 antigen-like OS=Homo sapiens OX=9606 GN=CD5L PE=1 SV=1 - [CD5L_HUMAN],9.45474624633789,10.95,1,3,3,3,347,38.06294547466,5.46533203125
212,A0A075B7B8,Immunoglobulin heavy variable 3/OR16-12 (non-functional) (Fragment) OS=Homo sapiens OX=9606 GN=IGHV3OR16-12 PE=1 SV=1 - [A0A075B7B8_HUMAN],9.42479681968689,18.8,4,1,2,3,117,12.86626900466,6.50732421875
213,D6RD17,Immunoglobulin J chain (Fragment) OS=Homo sapiens OX=9606 GN=JCHAIN PE=1 SV=8 - [D6RD17_HUMAN],9.37608313560486,23.57,4,4,4,4,157,18.00900400466,5.60498046875
214,P50991,T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4 - [TCPD_HUMAN],9.3509955406189,10.2,1,3,3,3,539,57.88776398466,7.82568359375
215,Q00610,Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5 - [CLH1_HUMAN],9.27918064594269,2.39,4,4,4,4,1675,191.49253255466,5.69384765625
216,O00299,Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4 - [CLIC1_HUMAN],9.03254747390747,18.67,1,2,2,2,241,26.90574934466,5.17333984375
217,P40227,T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3 - [TCPZ_HUMAN],8.9631199836731,7.16,2,3,3,3,531,57.98760023466,6.68310546875
218,P13224,Platelet glycoprotein Ib beta chain OS=Homo sapiens OX=9606 GN=GP1BB PE=1 SV=1 - [GP1BB_HUMAN],8.78182435035706,15.53,1,3,3,3,206,21.70376217466,9.30517578125
219,P62805,Histone H4 OS=Homo sapiens OX=9606 GN=HIST1H4A PE=1 SV=2 - [H4_HUMAN],8.72339129447937,29.13,1,3,3,3,103,11.36038230466,11.35595703125
220,P08185,Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1 - [CBG_HUMAN],8.68884015083313,7.65,3,3,3,3,405,45.11190931466,6.03662109375
221,P15169,Carboxypeptidase N catalytic chain OS=Homo sapiens OX=9606 GN=CPN1 PE=1 SV=1 - [CBPN_HUMAN],8.66684865951538,8.08,2,3,3,3,458,52.25331419466,7.34228515625
222,B4E3S0,Coronin OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1 - [B4E3S0_HUMAN],8.65512609481812,9.49,9,3,3,3,369,41.57726815466,6.72705078125
223,P00338,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2 - [LDHA_HUMAN],8.52149927616119,11.75,18,3,4,4,332,36.66536273466,8.26513671875
224,P50148,Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens OX=9606 GN=GNAQ PE=1 SV=4 - [GNAQ_HUMAN],8.50070881843567,9.47,2,2,2,3,359,42.11531621466,5.68115234375
225,P50995,Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1 - [ANX11_HUMAN],8.49846434593201,6.93,1,3,3,3,505,54.35507263466,7.64990234375
226,F8WCZ6,Complement C1s subcomponent OS=Homo sapiens OX=9606 GN=C1S PE=1 SV=1 - [F8WCZ6_HUMAN],8.46494197845459,4.61,5,2,2,3,521,57.4820323746601,5.45263671875
227,P00568,Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3 - [KAD1_HUMAN],8.44318652153015,18.56,3,3,3,3,194,21.62130827466,8.63134765625
228,A0A3B3ITU4,Complement C1r subcomponent (Fragment) OS=Homo sapiens OX=9606 GN=C1R PE=1 SV=1 - [A0A3B3ITU4_HUMAN],8.42466831207275,11.97,5,3,3,3,351,39.75360614466,6.66845703125
229,F8WDR7,Actin-related protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=2 - [F8WDR7_HUMAN],8.41408085823059,39.29,3,2,2,2,84,10.11486686466,4.46240234375
230,P02748,Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2 - [CO9_HUMAN],8.18569374084473,6.62,1,3,3,3,559,63.13270182466,5.59228515625
231,P23229,Integrin alpha-6 OS=Homo sapiens OX=9606 GN=ITGA6 PE=1 SV=5 - [ITA6_HUMAN],8.10345613956451,3.1,2,3,3,3,1130,126.52618801466,6.60986328125
232,P07360,Complement component C8 gamma chain OS=Homo sapiens OX=9606 GN=C8G PE=1 SV=3 - [CO8G_HUMAN],8.08577418327332,17.82,3,2,2,2,202,22.26354347466,8.30908203125
233,Q08495,Dematin OS=Homo sapiens OX=9606 GN=DMTN PE=1 SV=3 - [DEMA_HUMAN],8.00826871395111,8.64,5,3,3,3,405,45.48622651466,8.88037109375
234,Q99832,T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2 - [TCPH_HUMAN],7.98220634460449,6.81,2,3,3,3,543,59.3289271246601,7.64990234375
235,P21980,Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2 - [TGM2_HUMAN],7.95106935501099,6.4,1,3,3,3,687,77.2796727246601,5.22412109375
236,J3QRN2,Beta-2-glycoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=APOH PE=1 SV=1 - [J3QRN2_HUMAN],7.92378878593445,28.73,3,3,3,4,181,19.89384677466,7.75244140625
237,S4R460,Immunoglobulin heavy variable 3/OR16-9 (non-functional) OS=Homo sapiens OX=9606 GN=IGHV3OR16-9 PE=1 SV=2 - [S4R460_HUMAN],7.79939579963684,19.79,2,1,1,2,96,10.42299309466,7.97216796875
238,H7BZ94,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=2 - [H7BZ94_HUMAN],7.75899076461792,7.76,8,3,3,3,464,52.46927845466,4.86865234375
239,C9JXI5,Transmembrane protein 198 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM198 PE=4 SV=1 - [C9JXI5_HUMAN],7.73346042633057,3.96,2,1,1,4,227,24.31319536466,8.17724609375
240,J3KNF4,Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1 - [J3KNF4_HUMAN],7.69630694389343,16.08,4,2,2,2,255,27.06950229466,5.89697265625
241,P04792,Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2 - [HSPB1_HUMAN],7.61607265472412,16.1,3,2,2,2,205,22.76849396466,6.40478515625
242,P31146,Coronin-1A OS=Homo sapiens OX=9606 GN=CORO1A PE=1 SV=4 - [COR1A_HUMAN],7.56416654586792,11.71,7,4,4,4,461,50.99380336466,6.68310546875
243,P43652,Afamin OS=Homo sapiens OX=9606 GN=AFM PE=1 SV=1 - [AFAM_HUMAN],7.46801948547363,8.01,1,4,4,4,599,69.02401644466,5.89697265625
244,P06702,Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1 - [S10A9_HUMAN],7.37979578971863,24.56,1,2,2,2,114,13.23350884466,6.12548828125
245,P10809,"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2 - [CH60_HUMAN]",7.3555588722229,5.58,6,3,3,3,573,61.01638505466,5.87158203125
246,H0YH88,Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1 - [H0YH88_HUMAN],7.34603524208069,15.82,25,2,2,2,177,21.06353620466,4.83056640625
247,P50990,T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4 - [TCPQ_HUMAN],7.2518150806427,6.93,3,3,3,3,548,59.58250903466,5.60498046875
248,Q14185,Dedicator of cytokinesis protein 1 OS=Homo sapiens OX=9606 GN=DOCK1 PE=1 SV=2 - [DOCK1_HUMAN],7.22434616088867,1.45,2,1,1,2,1865,215.208997584661,7.56201171875
249,E9PLT1,Platelet glycoprotein 4 OS=Homo sapiens OX=9606 GN=CD36 PE=1 SV=1 - [E9PLT1_HUMAN],7.18186044692993,7.07,4,3,3,3,396,44.70386174466,8.04541015625
250,P18428,Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3 - [LBP_HUMAN],7.15988636016846,7.69,1,2,2,2,481,53.3499155946601,6.69775390625
251,Q13126,S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2 - [MTAP_HUMAN],7.09525942802429,14.49,5,2,2,2,283,31.21584430466,7.18115234375
252,D6R939,Ras GTPase-activating-like protein IQGAP2 (Fragment) OS=Homo sapiens OX=9606 GN=IQGAP2 PE=1 SV=8 - [D6R939_HUMAN],7.05877828598022,3.52,4,2,2,2,824,94.6596368646601,5.28759765625
253,H3BLU7,Aflatoxin B1 aldehyde reductase member 2 (Fragment) OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=1 - [H3BLU7_HUMAN],7.03311395645142,9.87,2,2,2,2,314,34.66224727466,7.18115234375
254,P37837,Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2 - [TALDO_HUMAN],6.92602241039276,8.9,2,3,3,3,337,37.51646344466,6.81494140625
255,M0R213,Alpha-soluble NSF attachment protein (Fragment) OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=1 - [M0R213_HUMAN],6.84153604507446,46.99,5,3,3,3,83,9.85091380466,5.05908203125
256,P09105,Hemoglobin subunit theta-1 OS=Homo sapiens OX=9606 GN=HBQ1 PE=1 SV=2 - [HBAT_HUMAN],6.83782935142517,18.31,1,2,2,2,142,15.49811935466,7.62060546875
257,A0A0G2JI36,"HLA class I histocompatibility antigen, A-3 alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=1 - [A0A0G2JI36_HUMAN]",6.83561205863953,9.7,60,1,2,3,299,34.19470197466,6.23974609375
258,A0A0B4J1R6,Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1 - [A0A0B4J1R6_HUMAN],6.83082413673401,6.78,3,2,2,2,457,49.87887468466,7.91357421875
259,I3L397,Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8 - [I3L397_HUMAN],6.77683424949646,23.97,8,2,2,2,146,16.00891112466,4.99560546875
260,O00194,Ras-related protein Rab-27B OS=Homo sapiens OX=9606 GN=RAB27B PE=1 SV=4 - [RB27B_HUMAN],6.7691822052002,8.26,1,1,1,2,218,24.59223069466,5.51611328125
261,Q15084,Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1 - [PDIA6_HUMAN],6.75916528701782,7.05,1,2,2,2,440,48.09126437466,5.08447265625
262,A0A0C4DGB2,Glutamate--cysteine ligase catalytic subunit OS=Homo sapiens OX=9606 GN=GCLC PE=1 SV=1 - [A0A0C4DGB2_HUMAN],6.69756412506104,10.71,5,2,2,2,252,28.73340262466,7.60595703125
263,P68036,Ubiquitin-conjugating enzyme E2 L3 OS=Homo sapiens OX=9606 GN=UBE2L3 PE=1 SV=1 - [UB2L3_HUMAN],6.67706894874573,30.52,2,2,2,2,154,17.85023991466,8.51416015625
264,A0A0C4DGH5,Cullin-associated NEDD8-dissociated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=1 - [A0A0C4DGH5_HUMAN],6.55984544754028,3.38,2,2,2,2,770,85.35498723466,5.50341796875
