,Accession,Description,Score,Coverage,# Proteins,# Unique Peptides,# Peptides,# PSMs,# AAs,MW [kDa],calc. pI
134,C9J0K6,Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1 - [C9J0K6_HUMAN],12.7677822113037,34.84,3,5,5,5,155,17.59350866466,5.60498046875
135,Q5T4L2,Cyclic AMP-responsive element-binding protein 3-like protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=CREB3L4 PE=1 SV=1 - [Q5T4L2_HUMAN],12.6491093635559,10.44,4,1,1,5,182,19.49831592466,4.19580078125
136,Q5T123,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1 - [Q5T123_HUMAN],12.4436836242676,21.59,2,2,2,3,88,9.37476046466,9.36376953125
137,P11166,"Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2 - [GTR1_HUMAN]",12.4059782028198,9.35,1,4,4,4,492,54.0485384246601,8.71923828125
138,P01011,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2 - [AACT_HUMAN],11.209819316864,12.77,4,5,5,5,423,47.62053863466,5.51611328125
139,P05109,Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1 - [S10A8_HUMAN],11.1013634204865,31.18,1,3,3,5,93,10.82764968466,7.03466796875
140,Q9UL46,Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4 - [PSME2_HUMAN],10.9081501960754,14.64,3,2,2,3,239,27.38431693466,5.73193359375
141,P10599,Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3 - [THIO_HUMAN],10.7837007045746,26.67,1,2,2,4,105,11.72974219466,4.91943359375
142,P31946,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3 - [1433B_HUMAN],10.5144257545471,20.73,11,2,4,4,246,28.06483186466,4.83056640625
143,G3V5M2,Purine nucleoside phosphorylase (Fragment) OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=1 - [G3V5M2_HUMAN],10.1977467536926,22.62,4,3,3,3,221,24.46329729466,9.51025390625
144,P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4 - [PIMT_HUMAN],9.63734221458435,27.31,5,3,3,3,227,24.62057247466,7.21044921875
145,O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1 - [DNPH1_HUMAN],9.52744054794312,19.54,2,2,2,2,174,19.09658794466,5.04638671875
146,F5H6R7,Ras-related protein Rap-1b (Fragment) OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1 - [F5H6R7_HUMAN],9.47075963020325,32.79,21,3,3,3,122,13.74383670466,4.58935546875
147,P34931,Heat shock 70 kDa protein 1-like OS=Homo sapiens OX=9606 GN=HSPA1L PE=1 SV=2 - [HS71L_HUMAN],9.46316456794739,7.02,7,1,3,3,641,70.3313253646601,6.02392578125
148,I3L1K6,Myosin light chain 4 (Fragment) OS=Homo sapiens OX=9606 GN=MYL4 PE=1 SV=1 - [I3L1K6_HUMAN],9.39287447929382,23.84,6,3,3,3,172,18.86159779466,5.07177734375
149,P07737,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2 - [PROF1_HUMAN],9.3686249256134,35.71,3,4,4,4,140,15.04455675466,8.26513671875
150,P78417,Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2 - [GSTO1_HUMAN],9.14937996864319,21.16,3,5,5,5,241,27.54803938466,6.59521484375
151,X6RJP6,Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1 - [X6RJP6_HUMAN],9.11192679405212,19.79,2,3,3,3,187,21.07253706466,7.81103515625
152,P27169,Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3 - [PON1_HUMAN],9.0622980594635,16.34,4,4,4,4,355,39.70622976466,5.22412109375
153,O75368,SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens OX=9606 GN=SH3BGRL PE=1 SV=1 - [SH3L1_HUMAN],9.05104684829712,31.58,1,3,3,3,114,12.76637888466,5.24951171875
154,P30101,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4 - [PDIA3_HUMAN],9.041255235672,8.12,2,3,3,3,505,56.7467500846601,6.35400390625
155,E5RK69,Annexin OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=1 - [E5RK69_HUMAN],8.85091328620911,7.39,3,3,3,3,460,51.74416610466,6.04931640625
156,F8VVB9,Tubulin alpha-1B chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=8 - [F8VVB9_HUMAN],8.7509388923645,15.45,17,3,3,3,246,27.44768395466,5.19873046875
157,P27348,14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1 - [1433T_HUMAN],8.51090502738953,15.1,7,1,3,3,245,27.74676799466,4.77978515625
158,Q9H3K6,BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1 - [BOLA2_HUMAN],8.45844626426697,40.7,6,2,2,2,86,10.11017868466,6.52197265625
159,P08567,Pleckstrin OS=Homo sapiens OX=9606 GN=PLEK PE=1 SV=3 - [PLEK_HUMAN],8.45795774459839,10.86,1,2,2,2,350,40.09936658466,8.27978515625
160,P28289,Tropomodulin-1 OS=Homo sapiens OX=9606 GN=TMOD1 PE=1 SV=1 - [TMOD1_HUMAN],8.40690326690674,13.37,1,3,3,3,359,40.54388691466,5.09716796875
161,Q04760,Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4 - [LGUL_HUMAN],8.32667708396912,21.2,1,3,3,3,184,20.76424879466,5.31298828125
162,P07996,Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2 - [TSP1_HUMAN],8.32397890090942,3.85,1,3,3,3,1170,129.29956108466,4.94482421875
163,Q04917,14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4 - [1433F_HUMAN],8.29229259490967,13.01,7,1,3,3,246,28.20101996466,4.84326171875
164,G3XAM2,Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=1 - [G3XAM2_HUMAN],8.17869973182678,6.42,4,3,3,3,576,65.01627702466,7.50341796875
165,Q9UK55,Protein Z-dependent protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA10 PE=1 SV=1 - [ZPI_HUMAN],8.14910626411438,8.33,2,2,2,2,444,50.67422560466,8.26513671875
166,O95747,Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1 - [OXSR1_HUMAN],8.12932848930359,6.45,2,3,3,3,527,57.98605336466,6.43017578125
167,E5RJR5,S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=1 - [E5RJR5_HUMAN],8.06352972984314,17.79,8,2,2,2,163,18.70830493466,4.70361328125
168,P08311,Cathepsin G OS=Homo sapiens OX=9606 GN=CTSG PE=1 SV=2 - [CATG_HUMAN],8.06008338928223,12.16,1,3,3,3,255,28.81907096466,11.19482421875
169,M0R192,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=1 - [M0R192_HUMAN],7.96172189712524,20.86,5,2,2,3,163,17.14973371466,6.78564453125
170,P08185,Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1 - [CBG_HUMAN],7.85409283638,8.89,1,3,3,3,405,45.11190931466,6.03662109375
171,P61981,14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2 - [1433G_HUMAN],7.64197945594788,14.98,7,1,3,3,247,28.28491393466,4.89404296875
172,U3KPS2,Myeloblastin OS=Homo sapiens OX=9606 GN=PRTN3 PE=1 SV=1 - [U3KPS2_HUMAN],7.49535584449768,9.3,2,2,2,3,215,23.59602893466,8.16259765625
173,O00299,Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4 - [CLIC1_HUMAN],7.47688722610474,18.67,1,2,2,2,241,26.90574934466,5.17333984375
174,C9JL85,Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=1 - [C9JL85_HUMAN],7.40086698532104,32.69,2,1,1,2,52,5.70081570466,4.77978515625
175,A0A0G2JPA8,Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=1 - [A0A0G2JPA8_HUMAN],7.38055276870728,10.07,4,3,3,3,427,47.9066233846601,5.94775390625
176,P01619,Immunoglobulin kappa variable 3-20 OS=Homo sapiens OX=9606 GN=IGKV3-20 PE=1 SV=2 - [KV320_HUMAN],7.33243250846863,21.55,1,1,2,2,116,12.54926737466,4.95751953125
177,P04792,Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2 - [HSPB1_HUMAN],7.25786519050598,16.1,3,2,2,2,205,22.76849396466,6.40478515625
178,P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],7.22038745880127,7.91,2,2,2,2,417,44.58612916466,8.10400390625
179,P26447,Protein S100-A4 OS=Homo sapiens OX=9606 GN=S100A4 PE=1 SV=1 - [S10A4_HUMAN],7.17841839790344,18.81,1,2,2,7,101,11.72073264466,6.11279296875
180,Q15819,Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=4 - [UB2V2_HUMAN],7.17613112926483,18.62,10,3,3,3,145,16.35223367466,8.08935546875
181,P18669,Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2 - [PGAM1_HUMAN],7.10478234291077,16.14,2,1,2,2,254,28.78583650466,7.18115234375
182,A0A0C4DH25,Immunoglobulin kappa variable 3D-20 OS=Homo sapiens OX=9606 GN=IGKV3D-20 PE=3 SV=1 - [KVD20_HUMAN],7.09702754020691,21.55,1,1,2,2,116,12.50723434466,4.58935546875
183,Q06323,Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1 - [PSME1_HUMAN],7.00437831878662,15.66,3,4,4,4,249,28.70501612466,6.02392578125
184,P68402,Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens OX=9606 GN=PAFAH1B2 PE=1 SV=1 - [PA1B2_HUMAN],6.98496985435486,12.23,2,2,2,2,229,25.55312384466,5.92236328125
185,D6RBL5,Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1 - [D6RBL5_HUMAN],6.91299629211426,10.0,4,3,3,3,260,29.31897774466,4.94482421875
186,O75340,Programmed cell death protein 6 OS=Homo sapiens OX=9606 GN=PDCD6 PE=1 SV=1 - [PDCD6_HUMAN],6.7567595243454,15.18,4,3,3,3,191,21.85478635466,5.40185546875
187,P00742,Coagulation factor X OS=Homo sapiens OX=9606 GN=F10 PE=1 SV=2 - [FA10_HUMAN],6.64785170555115,5.74,1,2,2,2,488,54.6965165346601,5.93505859375
188,I3L398,Protein disulfide-isomerase (Fragment) OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=1 - [I3L398_HUMAN],6.63186705112457,13.0,7,3,3,3,200,22.99077521466,5.02099609375
189,Q9NRV9,Heme-binding protein 1 OS=Homo sapiens OX=9606 GN=HEBP1 PE=1 SV=1 - [HEBP1_HUMAN],6.62953567504883,13.76,3,2,2,2,189,21.08352288466,5.79541015625
190,A0A087WUV8,Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1 - [A0A087WUV8_HUMAN],6.58750176429749,16.93,6,2,2,2,189,20.52940771466,6.68310546875
191,Q7Z406,Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2 - [MYH14_HUMAN],6.58163356781006,1.3,3,2,3,3,1995,227.73178123466,5.60498046875
192,Q5T985,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=1 - [Q5T985_HUMAN],6.57809734344482,4.28,3,3,3,3,935,105.15008172466,7.03466796875
193,Q9BSL1,Ubiquitin-associated domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBAC1 PE=1 SV=1 - [UBAC1_HUMAN],6.57037091255188,6.42,1,2,2,2,405,45.31001517466,4.91943359375
194,F5H5V4,26S proteasome non-ATPase regulatory subunit 9 (Fragment) OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=1 - [F5H5V4_HUMAN],6.47563457489014,20.26,6,3,3,3,153,16.90239864466,6.11279296875
195,P08238,Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4 - [HS90B_HUMAN],6.4550895690918,4.56,8,2,3,3,724,83.21210592466,5.03369140625
196,I3L0K2,Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1 - [I3L0K2_HUMAN],6.39682340621948,37.33,4,2,2,2,75,8.36596493466,5.75732421875
197,D6RFG5,Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=1 - [D6RFG5_HUMAN],6.37148141860962,15.58,5,2,2,2,154,17.13479489466,7.48876953125
198,O60814,Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3 - [H2B1K_HUMAN],6.30041193962097,19.05,17,2,2,2,126,13.88156321466,10.31591796875
199,S4R471,Protein AMBP (Fragment) OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1 - [S4R471_HUMAN],6.29673218727112,15.03,2,2,2,2,193,21.42640984466,7.25439453125
200,K9JI14,Glycophorin-A (Fragment) OS=Homo sapiens OX=9606 GN=GYPA PE=1 SV=1 - [K9JI14_HUMAN],6.17640495300293,25.96,2,1,2,2,104,11.87037622466,7.59130859375
201,P11169,"Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens OX=9606 GN=SLC2A3 PE=1 SV=1 - [GTR3_HUMAN]",6.16415023803711,4.84,2,2,2,2,496,53.8892562846601,7.19580078125
202,P06733,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2 - [ENOA_HUMAN],6.11312425136566,12.67,18,4,4,4,434,47.13932161466,7.38623046875
203,P35612,Beta-adducin OS=Homo sapiens OX=9606 GN=ADD2 PE=1 SV=3 - [ADDB_HUMAN],6.10840845108032,3.31,5,2,2,2,726,80.8034338646602,5.92236328125
204,P61160,Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1 - [ARP2_HUMAN],5.9412841796875,6.6,2,2,2,2,394,44.73223564466,6.74169921875
205,P13473,Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2 - [LAMP2_HUMAN],5.93210959434509,4.88,1,2,2,2,410,44.93230272466,5.63037109375
206,P00568,Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3 - [KAD1_HUMAN],5.88405680656433,12.89,3,2,2,2,194,21.62130827466,8.63134765625
207,P61088,Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens OX=9606 GN=UBE2N PE=1 SV=1 - [UBE2N_HUMAN],5.87611985206604,17.11,6,2,2,2,152,17.12697529466,6.56591796875
208,H7C3I1,Hsc70-interacting protein (Fragment) OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=1 - [H7C3I1_HUMAN],5.87291526794434,16.44,6,2,2,2,146,16.31911171466,4.88134765625
209,H0YFX9,Histone H2A (Fragment) OS=Homo sapiens OX=9606 GN=H2AFJ PE=1 SV=1 - [H0YFX9_HUMAN],5.77264928817749,28.26,21,2,2,2,92,9.96958088466,9.70068359375
210,P43652,Afamin OS=Homo sapiens OX=9606 GN=AFM PE=1 SV=1 - [AFAM_HUMAN],5.76596260070801,6.01,1,3,3,3,599,69.02401644466,5.89697265625
211,F2Z2Q9,Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1 PE=1 SV=1 - [F2Z2Q9_HUMAN],5.65636396408081,30.0,4,2,2,2,70,7.49580106466,5.10986328125
212,J3QR48,Importin subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=8 - [J3QR48_HUMAN],5.61477828025818,16.22,2,2,2,2,148,16.38755270466,5.56689453125
213,P62805,Histone H4 OS=Homo sapiens OX=9606 GN=HIST1H4A PE=1 SV=2 - [H4_HUMAN],5.60489940643311,17.48,1,2,2,2,103,11.36038230466,11.35595703125
214,P07384,Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1 - [CAN1_HUMAN],5.58472585678101,3.08,10,2,2,2,714,81.8381919046601,5.66845703125
215,P29622,Kallistatin OS=Homo sapiens OX=9606 GN=SERPINA4 PE=1 SV=3 - [KAIN_HUMAN],5.53515028953552,5.62,1,2,2,2,427,48.51116020466,7.75244140625
216,P61204,ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2 - [ARF3_HUMAN],5.53416037559509,9.94,5,2,2,2,181,20.58773094466,7.43017578125
217,Q9NQP4,Prefoldin subunit 4 OS=Homo sapiens OX=9606 GN=PFDN4 PE=1 SV=1 - [PFD4_HUMAN],5.50135397911072,19.4,2,2,2,2,134,15.30458066466,4.52587890625
218,P14770,Platelet glycoprotein IX OS=Homo sapiens OX=9606 GN=GP9 PE=1 SV=3 - [GPIX_HUMAN],5.46211934089661,12.43,1,2,2,2,177,19.03368825466,6.34130859375
219,E5RGQ7,Dematin (Fragment) OS=Homo sapiens OX=9606 GN=DMTN PE=1 SV=1 - [E5RGQ7_HUMAN],5.46121883392334,18.24,6,2,2,2,148,16.75568785466,8.88037109375
220,F5H345,Porphobilinogen deaminase OS=Homo sapiens OX=9606 GN=HMBS PE=1 SV=1 - [F5H345_HUMAN],5.43162870407104,11.82,4,2,2,2,330,35.73882281466,6.96142578125
221,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3 - [GNAI2_HUMAN],5.42923212051392,7.32,24,2,2,2,355,40.42505614466,5.54150390625
222,P15374,Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens OX=9606 GN=UCHL3 PE=1 SV=1 - [UCHL3_HUMAN],5.38148403167725,21.74,3,3,3,4,230,26.16597472466,4.91943359375
223,P61225,Ras-related protein Rap-2b OS=Homo sapiens OX=9606 GN=RAP2B PE=1 SV=1 - [RAP2B_HUMAN],5.33258008956909,12.57,4,2,2,2,183,20.49120867466,4.80517578125
224,A0A140T9W4,Flotillin-1 (Fragment) OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=1 - [A0A140T9W4_HUMAN],5.32573199272156,17.2,7,2,2,2,186,20.47884106466,5.78271484375
225,P04259,"Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5 - [K2C6B_HUMAN]",5.28811192512512,7.09,9,1,3,3,564,60.03029381466,8.00146484375
226,O14791,Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5 - [APOL1_HUMAN],5.25363445281982,6.03,1,2,2,2,398,43.94689632466,5.80810546875
227,A0A0B4J1X5,Immunoglobulin heavy variable 3-74 OS=Homo sapiens OX=9606 GN=IGHV3-74 PE=3 SV=1 - [HV374_HUMAN],5.2292891740799,15.38,11,2,2,2,117,12.83137077466,8.66064453125
228,P59665,Neutrophil defensin 1 OS=Homo sapiens OX=9606 GN=DEFA1 PE=1 SV=1 - [DEF1_HUMAN],5.21474933624268,19.15,2,2,2,2,94,10.19417914466,6.99072265625
229,P37837,Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2 - [TALDO_HUMAN],5.09686470031738,6.82,2,2,2,2,337,37.51646344466,6.81494140625
230,Q13541,Eukaryotic translation initiation factor 4E-binding protein 1 OS=Homo sapiens OX=9606 GN=EIF4EBP1 PE=1 SV=3 - [4EBP1_HUMAN],5.08667278289795,22.03,1,1,1,1,118,12.57210092466,5.47802734375
231,P00740,Coagulation factor IX OS=Homo sapiens OX=9606 GN=F9 PE=1 SV=2 - [FA9_HUMAN],5.03789520263672,6.07,1,2,2,2,461,51.74499894466,5.46533203125
232,P09417,Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2 - [DHPR_HUMAN],4.98163080215454,6.97,1,1,1,1,244,25.77302971466,7.37158203125
233,P62310,U6 snRNA-associated Sm-like protein LSm3 OS=Homo sapiens OX=9606 GN=LSM3 PE=1 SV=2 - [LSM3_HUMAN],4.91074633598328,19.61,1,2,2,2,102,11.83802396466,4.70361328125
234,A0A0A0MSV6,Complement C1q subcomponent subunit B (Fragment) OS=Homo sapiens OX=9606 GN=C1QB PE=1 SV=6 - [A0A0A0MSV6_HUMAN],4.88113486766815,9.21,4,2,2,2,228,24.01525964466,9.15869140625
235,Q7Z3Y8,"Keratin, type I cytoskeletal 27 OS=Homo sapiens OX=9606 GN=KRT27 PE=1 SV=2 - [K1C27_HUMAN]",4.81517362594604,8.06,3,1,2,2,459,49.79154920466,5.04638671875
236,H0YJC4,Proteasome subunit alpha type-6 (Fragment) OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1 - [H0YJC4_HUMAN],4.42958688735962,20.0,3,1,1,1,85,9.33469008466,4.41162109375
237,P49703,ADP-ribosylation factor-like protein 4D OS=Homo sapiens OX=9606 GN=ARL4D PE=1 SV=2 - [ARL4D_HUMAN],4.40538549423218,10.45,1,1,1,1,201,22.14191992466,9.93505859375
238,P01721,Immunoglobulin lambda variable 6-57 OS=Homo sapiens OX=9606 GN=IGLV6-57 PE=1 SV=2 - [LV657_HUMAN],4.40454864501953,17.09,1,1,1,1,117,12.55783778466,4.77978515625
239,P02743,Serum amyloid P-component OS=Homo sapiens OX=9606 GN=APCS PE=1 SV=2 - [SAMP_HUMAN],4.35087215900421,9.42,1,2,2,2,223,25.37113188466,6.53662109375
240,C9J1G2,DnaJ homolog subfamily B member 2 (Fragment) OS=Homo sapiens OX=9606 GN=DNAJB2 PE=1 SV=1 - [C9J1G2_HUMAN],4.27463722229004,18.03,6,2,2,2,122,13.78575291466,5.38916015625
241,Q1JUQ5,Peptidylprolyl isomerase OS=Homo sapiens OX=9606 GN=FKBP1A PE=1 SV=1 - [Q1JUQ5_HUMAN],4.15374803543091,15.22,3,1,1,1,92,10.11215348466,5.89697265625
242,A0A2Q2TTZ9,Immunoglobulin kappa variable 1-33 OS=Homo sapiens OX=9606 GN=IGKV1D-33 PE=1 SV=1 - [A0A2Q2TTZ9_HUMAN],4.12486553192139,16.67,1,1,1,1,108,11.83474766466,5.33837890625
243,F8WEH5,Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=1 - [F8WEH5_HUMAN],4.10500192642212,30.0,4,1,1,1,50,5.46466046466,5.09716796875
244,K7EN45,Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Homo sapiens OX=9606 GN=PIN1 PE=1 SV=1 - [K7EN45_HUMAN],4.07757234573364,16.67,2,1,1,1,90,9.93686267466,5.00830078125
245,A0A494C1S4,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=4 SV=1 - [A0A494C1S4_HUMAN],4.038743019104,11.46,5,1,1,1,192,20.79755740466,5.65576171875
246,Q9Y2V2,Calcium-regulated heat-stable protein 1 OS=Homo sapiens OX=9606 GN=CARHSP1 PE=1 SV=2 - [CHSP1_HUMAN],4.03116798400879,10.88,1,1,1,1,147,15.88202942466,8.20654296875
247,P13671,Complement component C6 OS=Homo sapiens OX=9606 GN=C6 PE=1 SV=3 - [CO6_HUMAN],4.02677059173584,1.93,1,1,1,1,934,104.71800931466,6.75634765625
248,B0QYP8,Beta-parvin (Fragment) OS=Homo sapiens OX=9606 GN=PARVB PE=1 SV=1 - [B0QYP8_HUMAN],3.91428351402283,7.22,3,1,1,1,194,21.54726029466,5.30029296875
249,Q5JR06,Rho-related GTP-binding protein RhoC (Fragment) OS=Homo sapiens OX=9606 GN=RHOC PE=4 SV=8 - [Q5JR06_HUMAN],3.8960816860199,18.68,13,1,1,1,91,10.15705336466,4.41162109375
250,Q96G03,Phosphoglucomutase-2 OS=Homo sapiens OX=9606 GN=PGM2 PE=1 SV=4 - [PGM2_HUMAN],3.88650274276733,2.94,1,1,1,1,612,68.24039760466,6.72705078125
251,A0A0C4DH31,Immunoglobulin heavy variable 1-18 OS=Homo sapiens OX=9606 GN=IGHV1-18 PE=3 SV=1 - [HV118_HUMAN],3.82158231735229,14.53,1,1,1,1,117,12.81222926466,8.83642578125
252,P14780,Matrix metalloproteinase-9 OS=Homo sapiens OX=9606 GN=MMP9 PE=1 SV=3 - [MMP9_HUMAN],3.80283522605896,2.26,1,1,1,1,707,78.4083600946602,6.06201171875
253,K7ESA0,"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1 - [K7ESA0_HUMAN]",3.80010318756104,19.48,6,1,1,1,77,8.25936663466,10.49169921875
254,A0A087X0Q4,Immunoglobulin kappa variable 2-40 OS=Homo sapiens OX=9606 GN=IGKV2-40 PE=1 SV=1 - [A0A087X0Q4_HUMAN],3.79517793655396,12.5,8,1,1,1,104,11.42653173466,4.48779296875
255,P09105,Hemoglobin subunit theta-1 OS=Homo sapiens OX=9606 GN=HBQ1 PE=1 SV=2 - [HBAT_HUMAN],3.75133395195007,7.75,1,1,1,1,142,15.49811935466,7.62060546875
256,Q53LP3,Ankyrin repeat domain-containing protein SOWAHC OS=Homo sapiens OX=9606 GN=SOWAHC PE=1 SV=1 - [SWAHC_HUMAN],3.70047760009766,4.38,1,1,1,1,525,55.63806343466,7.03466796875
257,G3V4V8,NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=1 - [G3V4V8_HUMAN],3.68715810775757,34.29,5,1,1,1,35,3.99793832466,4.43701171875
258,P28066,Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3 - [PSA5_HUMAN],3.67993450164795,7.88,1,1,1,1,241,26.39420625466,4.79248046875
259,A0A0C4DH67,Immunoglobulin kappa variable 1-8 OS=Homo sapiens OX=9606 GN=IGKV1-8 PE=3 SV=1 - [KV108_HUMAN],3.67966365814209,13.91,3,1,1,1,115,12.52923547466,9.01220703125
260,Q9BS40,Latexin OS=Homo sapiens OX=9606 GN=LXN PE=1 SV=2 - [LXN_HUMAN],3.65766286849976,8.11,1,1,1,1,222,25.73389269466,5.78271484375
261,F5H2V9,ATP-dependent DNA helicase DDX11 OS=Homo sapiens OX=9606 GN=DDX11 PE=4 SV=1 - [F5H2V9_HUMAN],3.62324357032776,20.51,1,1,1,1,78,8.83554657466,8.86572265625
262,Q8WXC6,COP9 signalosome complex subunit 9 OS=Homo sapiens OX=9606 GN=COPS9 PE=1 SV=3 - [CSN9_HUMAN],3.55742859840393,35.09,1,1,1,1,57,6.20675511466,3.82763671875
